"","YMD","Year.x","Transect","Area.x","AreaTP","AreaYear","TimePeriod.x","doy","Year.y","TimePeriod.y","Area.y","Count"
"1","2018-05-30","2018","HH50","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2018","Pre",150,"2018","Pre","Piers 5-7",22
"2","2018-06-26","2018","HH50","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2018","Pre",177,"2018","Pre","Piers 5-7",23
"3","2018-08-09","2018","HH50","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2018","Pre",221,"2018","Pre","Piers 5-7",10
"4","2018-10-11","2018","HH50","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2018","Pre",284,"2018","Pre","Piers 5-7",36
"5","2019-05-21","2019","HH50","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",141,"2019","Pre","Piers 5-7",14
"6","2019-06-17","2019","HH50","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",168,"2019","Pre","Piers 5-7",33
"7","2019-07-17","2019","HH50","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",198,"2019","Pre","Piers 5-7",9
"8","2019-08-20","2019","HH50","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",232,"2019","Pre","Piers 5-7",4
"9","2019-10-16","2019","HH50","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",289,"2019","Pre","Piers 5-7",45
"10","2020-07-16","2020","HH50","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2020","Pre",198,"2020","Pre","Piers 5-7",21
"11","2020-09-23","2020","HH50","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2020","Pre",267,"2020","Pre","Piers 5-7",43
"12","2020-10-21","2020","HH50","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2020","Pre",295,"2020","Pre","Piers 5-7",21
"13","2021-07-28","2021","HH50","Piers 5-7","Piers 5-7-Construction","Piers 5-7-2021","Construction",209,"2021","Construction","Piers 5-7",7
"14","2021-08-24","2021","HH50","Piers 5-7","Piers 5-7-Construction","Piers 5-7-2021","Construction",236,"2021","Construction","Piers 5-7",7
"15","2021-10-20","2021","HH50","Piers 5-7","Piers 5-7-Construction","Piers 5-7-2021","Construction",293,"2021","Construction","Piers 5-7",19
"16","2022-08-03","2022","HH50","Piers 5-7","Piers 5-7-Post","Piers 5-7-2022","Post",215,"2022","Post","Piers 5-7",14
"17","2022-10-24","2022","HH50","Piers 5-7","Piers 5-7-Post","Piers 5-7-2022","Post",297,"2022","Post","Piers 5-7",40
"18","2023-05-10","2023","HH50","Piers 5-7","Piers 5-7-Post","Piers 5-7-2023","Post",130,"2023","Post","Piers 5-7",19
"19","2023-10-03","2023","HH50","Piers 5-7","Piers 5-7-Post","Piers 5-7-2023","Post",276,"2023","Post","Piers 5-7",52
"20","2018-05-30","2018","HH51","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2018","Pre",150,"2018","Pre","Piers 5-7",24
"21","2018-06-26","2018","HH51","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2018","Pre",177,"2018","Pre","Piers 5-7",26
"22","2018-08-09","2018","HH51","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2018","Pre",221,"2018","Pre","Piers 5-7",20
"23","2018-10-11","2018","HH51","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2018","Pre",284,"2018","Pre","Piers 5-7",44
"24","2019-05-21","2019","HH51","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",141,"2019","Pre","Piers 5-7",10
"25","2019-06-17","2019","HH51","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",168,"2019","Pre","Piers 5-7",12
"26","2019-07-17","2019","HH51","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",198,"2019","Pre","Piers 5-7",9
"27","2019-08-20","2019","HH51","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",232,"2019","Pre","Piers 5-7",4
"28","2019-10-16","2019","HH51","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",289,"2019","Pre","Piers 5-7",46
"29","2020-07-16","2020","HH51","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2020","Pre",198,"2020","Pre","Piers 5-7",8
"30","2020-09-23","2020","HH51","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2020","Pre",267,"2020","Pre","Piers 5-7",64
"31","2020-10-21","2020","HH51","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2020","Pre",295,"2020","Pre","Piers 5-7",31
"32","2021-07-28","2021","HH51","Piers 5-7","Piers 5-7-Construction","Piers 5-7-2021","Construction",209,"2021","Construction","Piers 5-7",7
"33","2021-08-24","2021","HH51","Piers 5-7","Piers 5-7-Construction","Piers 5-7-2021","Construction",236,"2021","Construction","Piers 5-7",3
"34","2021-10-20","2021","HH51","Piers 5-7","Piers 5-7-Construction","Piers 5-7-2021","Construction",293,"2021","Construction","Piers 5-7",12
"35","2022-08-05","2022","HH51","Piers 5-7","Piers 5-7-Post","Piers 5-7-2022","Post",217,"2022","Post","Piers 5-7",16
"36","2022-10-24","2022","HH51","Piers 5-7","Piers 5-7-Post","Piers 5-7-2022","Post",297,"2022","Post","Piers 5-7",52
"37","2023-05-10","2023","HH51","Piers 5-7","Piers 5-7-Post","Piers 5-7-2023","Post",130,"2023","Post","Piers 5-7",6
"38","2023-07-20","2023","HH51","Piers 5-7","Piers 5-7-Post","Piers 5-7-2023","Post",201,"2023","Post","Piers 5-7",18
"39","2023-10-03","2023","HH51","Piers 5-7","Piers 5-7-Post","Piers 5-7-2023","Post",276,"2023","Post","Piers 5-7",66
"40","2018-05-30","2018","HH52","Construction Site","Construction Site-Pre","Construction Site-2018","Pre",150,"2018","Pre","Construction Site",22
"41","2018-06-26","2018","HH52","Construction Site","Construction Site-Pre","Construction Site-2018","Pre",177,"2018","Pre","Construction Site",12
"42","2018-08-09","2018","HH52","Construction Site","Construction Site-Pre","Construction Site-2018","Pre",221,"2018","Pre","Construction Site",3
"43","2018-10-11","2018","HH52","Construction Site","Construction Site-Pre","Construction Site-2018","Pre",284,NA,NA,NA,NA
"44","2019-05-21","2019","HH52","Construction Site","Construction Site-Pre","Construction Site-2019","Pre",141,"2019","Pre","Construction Site",3
"45","2019-06-11","2019","HH52","Construction Site","Construction Site-Pre","Construction Site-2019","Pre",162,"2019","Pre","Construction Site",15
"46","2019-07-17","2019","HH52","Construction Site","Construction Site-Pre","Construction Site-2019","Pre",198,"2019","Pre","Construction Site",6
"47","2019-08-20","2019","HH52","Construction Site","Construction Site-Pre","Construction Site-2019","Pre",232,"2019","Pre","Construction Site",3
"48","2019-10-16","2019","HH52","Construction Site","Construction Site-Pre","Construction Site-2019","Pre",289,"2019","Pre","Construction Site",20
"49","2020-07-16","2020","HH52","Construction Site","Construction Site-Pre","Construction Site-2020","Pre",198,"2020","Pre","Construction Site",11
"50","2020-09-23","2020","HH52","Construction Site","Construction Site-Pre","Construction Site-2020","Pre",267,"2020","Pre","Construction Site",30
"51","2020-10-21","2020","HH52","Construction Site","Construction Site-Pre","Construction Site-2020","Pre",295,"2020","Pre","Construction Site",7
"52","2021-07-29","2021","HH52","Construction Site","Construction Site-Construction","Construction Site-2021","Construction",210,"2021","Construction","Construction Site",8
"53","2021-08-24","2021","HH52","Construction Site","Construction Site-Construction","Construction Site-2021","Construction",236,"2021","Construction","Construction Site",3
"54","2021-10-20","2021","HH52","Construction Site","Construction Site-Construction","Construction Site-2021","Construction",293,"2021","Construction","Construction Site",6
"55","2022-08-02","2022","HH52","Construction Site","Construction Site-Post","Construction Site-2022","Post",214,"2022","Post","Construction Site",1
"56","2022-10-24","2022","HH52","Construction Site","Construction Site-Post","Construction Site-2022","Post",297,"2022","Post","Construction Site",23
"57","2023-05-11","2023","HH52","Construction Site","Construction Site-Post","Construction Site-2023","Post",131,"2023","Post","Construction Site",1
"58","2023-07-21","2023","HH52","Construction Site","Construction Site-Post","Construction Site-2023","Post",202,"2023","Post","Construction Site",9
"59","2023-10-03","2023","HH52","Construction Site","Construction Site-Post","Construction Site-2023","Post",276,"2023","Post","Construction Site",57
"60","2018-05-30","2018","HH53","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2018","Pre",150,"2018","Pre","Piers 5-7",28
"61","2018-06-26","2018","HH53","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2018","Pre",177,"2018","Pre","Piers 5-7",23
"62","2018-08-09","2018","HH53","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2018","Pre",221,"2018","Pre","Piers 5-7",1
"63","2018-10-11","2018","HH53","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2018","Pre",284,NA,NA,NA,NA
"64","2019-05-21","2019","HH53","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",141,"2019","Pre","Piers 5-7",28
"65","2019-06-11","2019","HH53","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",162,"2019","Pre","Piers 5-7",21
"66","2019-07-17","2019","HH53","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",198,"2019","Pre","Piers 5-7",7
"67","2019-08-20","2019","HH53","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",232,"2019","Pre","Piers 5-7",6
"68","2019-10-16","2019","HH53","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",289,"2019","Pre","Piers 5-7",15
"69","2020-07-16","2020","HH53","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2020","Pre",198,"2020","Pre","Piers 5-7",2
"70","2020-09-23","2020","HH53","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2020","Pre",267,"2020","Pre","Piers 5-7",37
"71","2020-10-21","2020","HH53","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2020","Pre",295,"2020","Pre","Piers 5-7",10
"72","2021-07-28","2021","HH53","Piers 5-7","Piers 5-7-Construction","Piers 5-7-2021","Construction",209,"2021","Construction","Piers 5-7",6
"73","2021-08-24","2021","HH53","Piers 5-7","Piers 5-7-Construction","Piers 5-7-2021","Construction",236,"2021","Construction","Piers 5-7",8
"74","2021-10-20","2021","HH53","Piers 5-7","Piers 5-7-Construction","Piers 5-7-2021","Construction",293,"2021","Construction","Piers 5-7",7
"75","2022-08-02","2022","HH53","Piers 5-7","Piers 5-7-Post","Piers 5-7-2022","Post",214,"2022","Post","Piers 5-7",17
"76","2022-10-24","2022","HH53","Piers 5-7","Piers 5-7-Post","Piers 5-7-2022","Post",297,"2022","Post","Piers 5-7",40
"77","2023-05-11","2023","HH53","Piers 5-7","Piers 5-7-Post","Piers 5-7-2023","Post",131,"2023","Post","Piers 5-7",20
"78","2023-07-21","2023","HH53","Piers 5-7","Piers 5-7-Post","Piers 5-7-2023","Post",202,"2023","Post","Piers 5-7",2
"79","2023-10-04","2023","HH53","Piers 5-7","Piers 5-7-Post","Piers 5-7-2023","Post",277,"2023","Post","Piers 5-7",1
"80","2018-05-30","2018","HH54","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2018","Pre",150,"2018","Pre","Piers 5-7",4
"81","2018-06-26","2018","HH54","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2018","Pre",177,NA,NA,NA,NA
"82","2018-10-11","2018","HH54","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2018","Pre",284,NA,NA,NA,NA
"83","2019-05-21","2019","HH54","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",141,"2019","Pre","Piers 5-7",9
"84","2019-06-11","2019","HH54","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",162,"2019","Pre","Piers 5-7",10
"85","2019-06-13","2019","HH54","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",164,NA,NA,NA,NA
"86","2019-07-16","2019","HH54","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",197,"2019","Pre","Piers 5-7",1
"87","2019-08-20","2019","HH54","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",232,"2019","Pre","Piers 5-7",2
"88","2019-10-16","2019","HH54","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2019","Pre",289,"2019","Pre","Piers 5-7",8
"89","2020-07-16","2020","HH54","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2020","Pre",198,"2020","Pre","Piers 5-7",21
"90","2020-09-23","2020","HH54","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2020","Pre",267,"2020","Pre","Piers 5-7",16
"91","2020-10-21","2020","HH54","Piers 5-7","Piers 5-7-Pre","Piers 5-7-2020","Pre",295,"2020","Pre","Piers 5-7",4
"92","2021-07-28","2021","HH54","Piers 5-7","Piers 5-7-Construction","Piers 5-7-2021","Construction",209,"2021","Construction","Piers 5-7",3
"93","2021-08-25","2021","HH54","Piers 5-7","Piers 5-7-Construction","Piers 5-7-2021","Construction",237,"2021","Construction","Piers 5-7",4
"94","2021-10-20","2021","HH54","Piers 5-7","Piers 5-7-Construction","Piers 5-7-2021","Construction",293,"2021","Construction","Piers 5-7",6
"95","2022-08-02","2022","HH54","Piers 5-7","Piers 5-7-Post","Piers 5-7-2022","Post",214,"2022","Post","Piers 5-7",5
"96","2022-10-24","2022","HH54","Piers 5-7","Piers 5-7-Post","Piers 5-7-2022","Post",297,"2022","Post","Piers 5-7",26
"97","2023-07-21","2023","HH54","Piers 5-7","Piers 5-7-Post","Piers 5-7-2023","Post",202,"2023","Post","Piers 5-7",51
"98","2023-10-04","2023","HH54","Piers 5-7","Piers 5-7-Post","Piers 5-7-2023","Post",277,"2023","Post","Piers 5-7",4
"99","2018-05-28","2018","HH55","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",148,"2018","Pre","Macassa Bay",11
"100","2018-06-26","2018","HH55","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",177,"2018","Pre","Macassa Bay",6
"101","2018-10-11","2018","HH55","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",284,NA,NA,NA,NA
"102","2019-05-23","2019","HH55","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",143,"2019","Pre","Macassa Bay",26
"103","2019-06-12","2019","HH55","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",163,"2019","Pre","Macassa Bay",24
"104","2019-07-17","2019","HH55","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",198,"2019","Pre","Macassa Bay",1
"105","2019-08-21","2019","HH55","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",233,"2019","Pre","Macassa Bay",11
"106","2019-10-16","2019","HH55","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",289,"2019","Pre","Macassa Bay",25
"107","2020-07-16","2020","HH55","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2020","Pre",198,"2020","Pre","Macassa Bay",23
"108","2020-09-24","2020","HH55","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2020","Pre",268,"2020","Pre","Macassa Bay",58
"109","2020-10-20","2020","HH55","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2020","Pre",294,"2020","Pre","Macassa Bay",19
"110","2021-07-28","2021","HH55","Macassa Bay","Macassa Bay-Construction","Macassa Bay-2021","Construction",209,"2021","Construction","Macassa Bay",21
"111","2021-08-25","2021","HH55","Macassa Bay","Macassa Bay-Construction","Macassa Bay-2021","Construction",237,"2021","Construction","Macassa Bay",9
"112","2021-10-19","2021","HH55","Macassa Bay","Macassa Bay-Construction","Macassa Bay-2021","Construction",292,"2021","Construction","Macassa Bay",47
"113","2022-08-04","2022","HH55","Macassa Bay","Macassa Bay-Post","Macassa Bay-2022","Post",216,"2022","Post","Macassa Bay",32
"114","2022-10-25","2022","HH55","Macassa Bay","Macassa Bay-Post","Macassa Bay-2022","Post",298,"2022","Post","Macassa Bay",44
"115","2023-09-27","2023","HH55","Macassa Bay","Macassa Bay-Post","Macassa Bay-2023","Post",270,"2023","Post","Macassa Bay",58
"116","2018-05-28","2018","HH56","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",148,"2018","Pre","Macassa Bay",11
"117","2018-06-26","2018","HH56","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",177,"2018","Pre","Macassa Bay",16
"118","2018-10-11","2018","HH56","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",284,NA,NA,NA,NA
"119","2019-05-23","2019","HH56","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",143,"2019","Pre","Macassa Bay",15
"120","2019-06-12","2019","HH56","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",163,"2019","Pre","Macassa Bay",6
"121","2019-07-17","2019","HH56","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",198,NA,NA,NA,NA
"122","2019-08-21","2019","HH56","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",233,"2019","Pre","Macassa Bay",2
"123","2019-10-16","2019","HH56","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",289,"2019","Pre","Macassa Bay",18
"124","2020-07-16","2020","HH56","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2020","Pre",198,"2020","Pre","Macassa Bay",3
"125","2020-09-24","2020","HH56","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2020","Pre",268,"2020","Pre","Macassa Bay",30
"126","2020-10-20","2020","HH56","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2020","Pre",294,"2020","Pre","Macassa Bay",7
"127","2021-07-28","2021","HH56","Macassa Bay","Macassa Bay-Construction","Macassa Bay-2021","Construction",209,"2021","Construction","Macassa Bay",7
"128","2021-08-26","2021","HH56","Macassa Bay","Macassa Bay-Construction","Macassa Bay-2021","Construction",238,"2021","Construction","Macassa Bay",5
"129","2021-10-19","2021","HH56","Macassa Bay","Macassa Bay-Construction","Macassa Bay-2021","Construction",292,"2021","Construction","Macassa Bay",5
"130","2022-08-04","2022","HH56","Macassa Bay","Macassa Bay-Post","Macassa Bay-2022","Post",216,"2022","Post","Macassa Bay",16
"131","2022-10-25","2022","HH56","Macassa Bay","Macassa Bay-Post","Macassa Bay-2022","Post",298,"2022","Post","Macassa Bay",32
"132","2023-10-03","2023","HH56","Macassa Bay","Macassa Bay-Post","Macassa Bay-2023","Post",276,"2023","Post","Macassa Bay",40
"133","2018-05-28","2018","HH57","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",148,"2018","Pre","Macassa Bay",20
"134","2018-06-26","2018","HH57","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",177,"2018","Pre","Macassa Bay",8
"135","2018-10-11","2018","HH57","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",284,NA,NA,NA,NA
"136","2019-05-23","2019","HH57","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",143,"2019","Pre","Macassa Bay",11
"137","2019-06-18","2019","HH57","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",169,"2019","Pre","Macassa Bay",2
"138","2019-07-17","2019","HH57","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",198,"2019","Pre","Macassa Bay",1
"139","2019-08-21","2019","HH57","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",233,"2019","Pre","Macassa Bay",2
"140","2019-10-16","2019","HH57","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",289,"2019","Pre","Macassa Bay",8
"141","2020-07-16","2020","HH57","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2020","Pre",198,"2020","Pre","Macassa Bay",3
"142","2020-09-24","2020","HH57","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2020","Pre",268,"2020","Pre","Macassa Bay",23
"143","2020-10-20","2020","HH57","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2020","Pre",294,"2020","Pre","Macassa Bay",5
"144","2021-07-28","2021","HH57","Macassa Bay","Macassa Bay-Construction","Macassa Bay-2021","Construction",209,"2021","Construction","Macassa Bay",14
"145","2021-08-26","2021","HH57","Macassa Bay","Macassa Bay-Construction","Macassa Bay-2021","Construction",238,"2021","Construction","Macassa Bay",10
"146","2021-10-19","2021","HH57","Macassa Bay","Macassa Bay-Construction","Macassa Bay-2021","Construction",292,"2021","Construction","Macassa Bay",19
"147","2022-08-04","2022","HH57","Macassa Bay","Macassa Bay-Post","Macassa Bay-2022","Post",216,"2022","Post","Macassa Bay",14
"148","2022-10-25","2022","HH57","Macassa Bay","Macassa Bay-Post","Macassa Bay-2022","Post",298,"2022","Post","Macassa Bay",28
"149","2018-05-28","2018","HH58","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",148,"2018","Pre","Macassa Bay",9
"150","2018-06-27","2018","HH58","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",178,"2018","Pre","Macassa Bay",5
"151","2018-08-09","2018","HH58","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",221,"2018","Pre","Macassa Bay",11
"152","2018-10-11","2018","HH58","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",284,NA,NA,NA,NA
"153","2019-05-23","2019","HH58","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",143,"2019","Pre","Macassa Bay",5
"154","2019-06-18","2019","HH58","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",169,NA,NA,NA,NA
"155","2019-07-17","2019","HH58","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",198,NA,NA,NA,NA
"156","2019-08-21","2019","HH58","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",233,"2019","Pre","Macassa Bay",34
"157","2019-10-16","2019","HH58","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",289,"2019","Pre","Macassa Bay",8
"158","2020-07-16","2020","HH58","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2020","Pre",198,"2020","Pre","Macassa Bay",5
"159","2020-09-24","2020","HH58","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2020","Pre",268,"2020","Pre","Macassa Bay",35
"160","2020-10-20","2020","HH58","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2020","Pre",294,"2020","Pre","Macassa Bay",3
"161","2021-07-28","2021","HH58","Macassa Bay","Macassa Bay-Construction","Macassa Bay-2021","Construction",209,"2021","Construction","Macassa Bay",10
"162","2021-08-26","2021","HH58","Macassa Bay","Macassa Bay-Construction","Macassa Bay-2021","Construction",238,"2021","Construction","Macassa Bay",15
"163","2021-10-19","2021","HH58","Macassa Bay","Macassa Bay-Construction","Macassa Bay-2021","Construction",292,"2021","Construction","Macassa Bay",29
"164","2022-08-04","2022","HH58","Macassa Bay","Macassa Bay-Post","Macassa Bay-2022","Post",216,"2022","Post","Macassa Bay",30
"165","2023-09-27","2023","HH58","Macassa Bay","Macassa Bay-Post","Macassa Bay-2023","Post",270,"2023","Post","Macassa Bay",32
"166","2018-05-29","2018","HH59","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",149,"2018","Pre","Macassa Bay",29
"167","2018-06-27","2018","HH59","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",178,"2018","Pre","Macassa Bay",23
"168","2018-08-09","2018","HH59","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",221,"2018","Pre","Macassa Bay",5
"169","2018-10-11","2018","HH59","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",284,NA,NA,NA,NA
"170","2019-05-23","2019","HH59","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",143,"2019","Pre","Macassa Bay",11
"171","2019-06-18","2019","HH59","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",169,"2019","Pre","Macassa Bay",5
"172","2019-07-17","2019","HH59","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",198,NA,NA,NA,NA
"173","2019-08-21","2019","HH59","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",233,"2019","Pre","Macassa Bay",5
"174","2019-10-16","2019","HH59","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",289,"2019","Pre","Macassa Bay",29
"175","2020-07-16","2020","HH59","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2020","Pre",198,"2020","Pre","Macassa Bay",9
"176","2020-09-24","2020","HH59","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2020","Pre",268,"2020","Pre","Macassa Bay",30
"177","2020-10-20","2020","HH59","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2020","Pre",294,"2020","Pre","Macassa Bay",21
"178","2021-07-29","2021","HH59","Macassa Bay","Macassa Bay-Construction","Macassa Bay-2021","Construction",210,"2021","Construction","Macassa Bay",10
"179","2021-08-26","2021","HH59","Macassa Bay","Macassa Bay-Construction","Macassa Bay-2021","Construction",238,"2021","Construction","Macassa Bay",7
"180","2021-10-19","2021","HH59","Macassa Bay","Macassa Bay-Construction","Macassa Bay-2021","Construction",292,"2021","Construction","Macassa Bay",18
"181","2022-10-25","2022","HH59","Macassa Bay","Macassa Bay-Post","Macassa Bay-2022","Post",298,"2022","Post","Macassa Bay",27
"182","2023-09-27","2023","HH59","Macassa Bay","Macassa Bay-Post","Macassa Bay-2023","Post",270,"2023","Post","Macassa Bay",41
"183","2018-05-29","2018","HH60","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",149,"2018","Pre","Macassa Bay",35
"184","2018-06-27","2018","HH60","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",178,"2018","Pre","Macassa Bay",8
"185","2018-10-11","2018","HH60","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2018","Pre",284,NA,NA,NA,NA
"186","2019-05-23","2019","HH60","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",143,"2019","Pre","Macassa Bay",19
"187","2019-06-18","2019","HH60","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",169,"2019","Pre","Macassa Bay",6
"188","2019-07-17","2019","HH60","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",198,"2019","Pre","Macassa Bay",3
"189","2019-08-21","2019","HH60","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",233,"2019","Pre","Macassa Bay",25
"190","2019-10-16","2019","HH60","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2019","Pre",289,"2019","Pre","Macassa Bay",24
"191","2020-07-16","2020","HH60","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2020","Pre",198,"2020","Pre","Macassa Bay",13
"192","2020-09-21","2020","HH60","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2020","Pre",265,"2020","Pre","Macassa Bay",45
"193","2020-10-21","2020","HH60","Macassa Bay","Macassa Bay-Pre","Macassa Bay-2020","Pre",295,"2020","Pre","Macassa Bay",29
"194","2021-07-28","2021","HH60","Macassa Bay","Macassa Bay-Construction","Macassa Bay-2021","Construction",209,"2021","Construction","Macassa Bay",19
"195","2021-08-26","2021","HH60","Macassa Bay","Macassa Bay-Construction","Macassa Bay-2021","Construction",238,"2021","Construction","Macassa Bay",7
"196","2021-10-19","2021","HH60","Macassa Bay","Macassa Bay-Construction","Macassa Bay-2021","Construction",292,"2021","Construction","Macassa Bay",40
"197","2023-09-27","2023","HH60","Macassa Bay","Macassa Bay-Post","Macassa Bay-2023","Post",270,"2023","Post","Macassa Bay",102
